tnseq_ID,baseMean_Ey,log2FoldChange_Ey,pvalue_Ey,padj_Ey,logFC_tailocin,AveExpr_tailocin,t_tailocin,P.Value_tailocin,adj.P.Val_tailocin,Significance_for_both,Category,name_p25c2_new
BJEIHDPM_05014,0.81326810722661,0.499223820588061,0.517691965491132,0.70460746327354,-2.968848111,1.956127493,-4.59020067,3.356005602374E-05,3.43400232106457E-05,Not Significant,Non-Focal Trade-off,DAKCFMEO_01508
BJEIHDPM_05015,2.87130237065157,1.46505290994623,0.0127931255457153,0.0702832205906584,-3.574314988,2.494052807,-6.021401221,2.57031500615799E-07,2.74903982940767E-07,Significant,Non-Focal Trade-off,DAKCFMEO_01509
BJEIHDPM_05016,21.8003618450998,0.500995844449458,0.101679706240783,0.272165228734729,-5.823114209,5.38856444,-14.94301418,2.13341652087887E-19,5.9078279767442E-19,Not Significant,Non-Focal Trade-off,DAKCFMEO_01510
BJEIHDPM_05018,1.85159392567435,-0.532396335616597,0.527415190482657,0.711860972834012,-4.107404722,2.807183593,-6.68302809,2.56911013061967E-08,2.80718568234149E-08,Not Significant,Mutual Detriment,DAKCFMEO_01512
BJEIHDPM_05019,10.7043286279453,-0.116971809792734,0.78075765895619,0.878314992157408,-4.58932637,4.53810311,-8.466147144,5.52928433151018E-11,6.55671744673026E-11,Not Significant,Mutual Detriment,DAKCFMEO_01513
BJEIHDPM_05020,25.9774925131918,-0.217970688862705,0.387738494460314,0.601197317194564,-5.101799901,6.364588983,-17.66192812,2.78005342090869E-22,1.58449838087183E-21,Not Significant,Mutual Detriment,DAKCFMEO_01514
BJEIHDPM_05022,12.1677298444338,-1.96262960654717,6.63948538476568E-13,1.57577119798439E-10,-4.312829341,6.294766363,-14.65394759,4.53438496405678E-19,1.15829497022061E-18,Significant,Mutual Detriment,DAKCFMEO_01516
BJEIHDPM_05023,13.724769151177,0.122287839104768,0.713331908988484,0.838128844331952,-4.799829993,5.320833376,-13.66845192,6.38393058982999E-18,1.30312560189682E-17,Not Significant,Non-Focal Trade-off,DAKCFMEO_01517
BJEIHDPM_05028,33.8518799603355,0.599472205466682,0.0808175532570843,0.234291929637801,-5.404291831,5.823956209,-15.47900155,5.40657607064652E-20,1.70474103567889E-19,Not Significant,Non-Focal Trade-off,DAKCFMEO_01522
BJEIHDPM_05030,6.64204580052458,0.16384504338425,0.687938438249997,0.819654663295842,-4.86055306,4.093303956,-10.05840491,2.91361480477351E-13,3.73961953680344E-13,Not Significant,Non-Focal Trade-off,DAKCFMEO_01524
BJEIHDPM_05032,4.76582669308925,-0.797762170590797,0.155040904948145,0.347135611078866,-4.314445873,4.075799238,-8.800931405,1.79333436571904E-11,2.162364728916E-11,Not Significant,Mutual Detriment,DAKCFMEO_01526
BJEIHDPM_05033,4.18540415841324,-0.688861244534463,0.174735799995888,0.374719774823228,1.617678668,6.165134062,5.220566155,4.05246294168945E-06,4.22135221557796E-06,Not Significant,Resistance Trade-off,DAKCFMEO_01527
BJEIHDPM_05034,17.7688623647436,0.48123403034557,0.190201089245449,0.3939056155387,-4.666606999,5.161544777,-13.3560821,1.5129499022451E-17,2.88349745070461E-17,Not Significant,Non-Focal Trade-off,DAKCFMEO_01528
BJEIHDPM_05035,36.1917120763903,0.296473941307614,0.278098631138022,0.494025375411644,-5.672821156,6.035865109,-13.7002171,5.85157716441006E-18,1.20781586288189E-17,Not Significant,Non-Focal Trade-off,DAKCFMEO_01529
BJEIHDPM_05037,0.769076233015092,-1.76101746452505,0.0312780815937058,0.12828337612165,-2.059054059,2.614421166,-3.48169352,0.001093439,0.001102398,Significant,Mutual Detriment,DAKCFMEO_01531
BJEIHDPM_05038,3.55452774143363,-1.85126548144347,9.03293133426588E-05,0.00197283653680899,-4.153143133,4.224056775,-8.108411223,1.86325244168588E-10,2.18251121983172E-10,Significant,Mutual Detriment,DAKCFMEO_01532
BJEIHDPM_05040,0.635979193877426,-1.49325443890293,0.0547625204984277,0.185318035146771,-3.202326891,2.16429068,-5.342008564,2.67796721912709E-06,2.80173636027707E-06,Not Significant,Mutual Detriment,DAKCFMEO_01534
BJEIHDPM_05041,3.41093611770837,-0.466978997913848,0.423822545780288,0.632326651138413,-4.470004524,4.129119861,-10.68030106,4.07484415201662E-14,5.44864226400885E-14,Not Significant,Mutual Detriment,DAKCFMEO_01535
BJEIHDPM_05046,0.729728984630936,-3.09921492700665,5.74421396065667E-06,0.000249382947560216,-3.773228972,3.19042521,-6.811499032,1.64237808986603E-08,1.80443508545492E-08,Significant,Mutual Detriment,DAKCFMEO_01540
BJEIHDPM_05047,0.685983025836833,-3.26481465210338,1.63326949259252E-05,0.000553756132726605,-2.843850983,2.208683382,-4.769866066,1.85048179076707E-05,1.90078384287054E-05,Significant,Mutual Detriment,DAKCFMEO_01541
BJEIHDPM_05048,2.44699237312593,-1.48507005149743,0.0136105510267385,0.0732136072963575,-2.656147936,3.974891614,-4.120026458,0.000153837,0.000156048,Significant,Mutual Detriment,DAKCFMEO_01542
BJEIHDPM_05049,14.3044693547457,0.759065288975484,0.0400979166549607,0.152346406928132,-5.369204092,4.787833936,-13.78169219,4.68300923326227E-18,9.84411691276188E-18,Significant,Non-Focal Trade-off,DAKCFMEO_01543
BJEIHDPM_05050,35.9431661083457,0.227343890833446,0.378280037367281,0.593772898160282,-5.340138574,6.482248053,-16.99875118,1.30851581596552E-21,6.16853379255257E-21,Not Significant,Non-Focal Trade-off,DAKCFMEO_01544
BJEIHDPM_05051,29.2049121019125,0.960342716733224,0.000634010485742822,0.00842193033300167,-5.317035709,5.911092131,-15.55984901,4.40776036755155E-20,1.42251795587625E-19,Significant,Non-Focal Trade-off,DAKCFMEO_01545
BJEIHDPM_05052,20.1856384518543,0.188638651723753,0.527959598768091,0.71194551955091,-5.050288038,6.008938644,-15.98874109,1.50965986388489E-20,5.38651129128891E-20,Not Significant,Non-Focal Trade-off,DAKCFMEO_01546
BJEIHDPM_05053,1.92207325833748,-0.499682885456743,0.462678625968354,0.663632517504972,-2.938643688,2.152509368,-4.485914764,4.7262952682193E-05,4.82687614219715E-05,Not Significant,Mutual Detriment,DAKCFMEO_01547
BJEIHDPM_05054,10.5575684768692,0.411030803067515,0.205397588904108,0.411257264622398,-4.943540676,4.551980613,-9.981638392,3.7268503353494E-13,4.75669009556962E-13,Not Significant,Non-Focal Trade-off,DAKCFMEO_01548
BJEIHDPM_05055,12.9707566147346,0.698747621395308,0.0514191695755137,0.178587554818369,-5.331144822,5.024997678,-13.96123889,2.87448922994441E-18,6.29893781484165E-18,Not Significant,Non-Focal Trade-off,DAKCFMEO_01549
BJEIHDPM_05065,2.54038385745734,-0.0763009870840382,0.889920954375263,0.944592616692006,-3.795720579,2.940992378,-6.543930031,4.1709784297299E-08,4.5337543565739E-08,Not Significant,Mutual Detriment,DAKCFMEO_04755
BJEIHDPM_05066,32.9084778651556,0.407258836304078,0.1686697820361,0.366845742387132,-5.359017873,5.801845973,-13.96202106,2.86840857153792E-18,6.28848457506189E-18,Not Significant,Non-Focal Trade-off,DAKCFMEO_04754
BJEIHDPM_05067,20.646771272296,0.757107577411026,0.012113955577265,0.0682258044910574,-5.85026263,5.842420423,-17.06335401,1.12306886540405E-21,5.37348702400201E-21,Significant,Non-Focal Trade-off,DAKCFMEO_04753
BJEIHDPM_05067,20.646771272296,0.757107577411026,0.012113955577265,0.0682258044910574,-5.85026263,5.842420423,-17.06335401,1.12306886540405E-21,5.37348702400201E-21,Significant,Non-Focal Trade-off,DAKCFMEO_04753
BJEIHDPM_05069,30.5972893441362,0.708517446020372,0.0196911238065734,0.0948579735365389,-5.468891926,5.938298935,-14.9643479,2.01871894696426E-19,5.64558987557196E-19,Significant,Non-Focal Trade-off,DAKCFMEO_04751
BJEIHDPM_05070,19.0230214850319,0.596164593004741,0.0394814593503105,0.150746811718798,-4.803228928,5.638562212,-13.4456511,1.17987891482616E-17,2.29333289277066E-17,Significant,Non-Focal Trade-off,DAKCFMEO_04750
BJEIHDPM_05071,24.7723370913842,0.4121809051326,0.125203375188176,0.308245761451915,-5.656668938,5.786329926,-13.1886566,2.41456589879797E-17,4.46703999550171E-17,Not Significant,Non-Focal Trade-off,DAKCFMEO_04749
BJEIHDPM_05072,6.47895984079316,-0.790423340397895,0.0913280388669475,0.252969061547309,-4.762089225,4.173267273,-10.76017856,3.17629092831234E-14,4.277650919536E-14,Not Significant,Mutual Detriment,DAKCFMEO_04748
BJEIHDPM_05073,19.9050009320113,-0.147407663964255,0.635669136691292,0.787849190318454,-5.178351343,5.923437478,-16.49134084,4.41114127066816E-21,1.81708729252674E-20,Not Significant,Mutual Detriment,DAKCFMEO_04747
BJEIHDPM_05076,27.8938764303484,0.919971922782516,0.0051304527440076,0.0380508578513897,-5.511376764,5.462876188,-15.33703424,7.7527050376707E-20,2.35178454334903E-19,Significant,Non-Focal Trade-off,DAKCFMEO_04744
BJEIHDPM_05077,12.5002299401305,0.373601478347664,0.348748506144818,0.564595125909755,-5.534066403,4.644273509,-11.23330758,7.38544189684573E-15,1.04029162497689E-14,Not Significant,Non-Focal Trade-off,DAKCFMEO_04743
BJEIHDPM_05079,18.41821388246,0.567437997218149,0.102061885202033,0.272369048964946,-5.618883153,5.004486095,-13.81590442,4.26583880817118E-18,9.046292726652E-18,Not Significant,Non-Focal Trade-off,DAKCFMEO_04741
BJEIHDPM_05080,24.5503380645615,0.395836313829657,0.160348002187229,0.354542186884241,-5.562386216,5.782173613,-14.46938263,7.3756288836377E-19,1.80535038436225E-18,Not Significant,Non-Focal Trade-off,DAKCFMEO_04740
BJEIHDPM_05081,12.2923450968489,1.1153082070141,0.00531848254697517,0.0388784350456501,-4.452451111,4.535658701,-10.53359152,6.45271804111679E-14,8.53309282979319E-14,Significant,Non-Focal Trade-off,DAKCFMEO_04739
BJEIHDPM_05082,39.4635975777216,0.4852613196576,0.0716280368732534,0.21869280554784,-4.833244723,6.318525603,-17.69119538,2.59895368032492E-22,1.49463076271782E-21,Not Significant,Non-Focal Trade-off,DAKCFMEO_04738
BJEIHDPM_05083,3.82629439337373,0.433339505436235,0.457466858901601,0.658545094092074,-3.597048196,3.041213362,-7.105096409,5.9155613374332E-09,6.58672363302597E-09,Not Significant,Non-Focal Trade-off,DAKCFMEO_04737
BJEIHDPM_05085,14.8712744806366,0.303079267324197,0.439504783772129,0.644224124484579,-4.826763344,5.077445608,-13.77824906,4.72722687589971E-18,9.92386779415691E-18,Not Significant,Non-Focal Trade-off,DAKCFMEO_04735
BJEIHDPM_05086,0.996235590512769,0.133605178784755,0.873634919342297,0.933135407398313,-3.252297676,1.953611922,-5.352680691,2.58200891008616E-06,2.70252143064416E-06,Not Significant,Non-Focal Trade-off,DAKCFMEO_04734
BJEIHDPM_05087,7.86165527085534,0.00365075461900268,0.993879391095283,0.998353093516004,-6.072073,4.489197153,-15.39030081,6.7702925570879E-20,2.08408067088159E-19,Not Significant,Non-Focal Trade-off,DAKCFMEO_04733
BJEIHDPM_05088,14.1228930631042,0.620801238281688,0.171447984451528,0.369723824334265,-4.531143286,4.653520858,-9.993946903,3.58244217100108E-13,4.57481106403251E-13,Not Significant,Non-Focal Trade-off,DAKCFMEO_04732
BJEIHDPM_05089,4.51840000482727,-0.00435604413146501,0.992724891036315,0.99776979449161,-4.424172809,4.054744536,-9.88389083,5.10416886469014E-13,6.46474172120559E-13,Not Significant,Mutual Detriment,DAKCFMEO_04731
BJEIHDPM_05090,40.6333841858183,0.381522498064445,0.0946521284638075,0.258652515872669,-5.177241524,6.630608831,-17.49480904,4.09067848712989E-22,2.20015445722053E-21,Not Significant,Non-Focal Trade-off,DAKCFMEO_04730
BJEIHDPM_05092,7.56156862190164,0.253767310047556,0.567881993875831,0.738669505015138,-4.842202415,3.812234814,-11.80226311,1.3278029612995E-15,1.98665227923268E-15,Not Significant,Non-Focal Trade-off,DAKCFMEO_04728
BJEIHDPM_05093,4.97463711852958,1.21203095020933,0.0400635816627383,0.152346406928132,-4.899596378,3.707125967,-9.924871625,4.47301897711082E-13,5.68184702783347E-13,Significant,Non-Focal Trade-off,DAKCFMEO_04727
BJEIHDPM_05094,13.6338617856174,0.51667908864199,0.134727818098196,0.320608978896777,-5.500184892,5.031475489,-13.76405379,4.91405430570196E-18,1.02800987851193E-17,Not Significant,Non-Focal Trade-off,DAKCFMEO_04726
BJEIHDPM_05095,27.8351420320834,0.372769693382713,0.166635393889683,0.364160767258164,-5.580414182,5.861149655,-16.70444683,2.63928609005414E-21,1.15459744267728E-20,Not Significant,Non-Focal Trade-off,DAKCFMEO_04725
BJEIHDPM_05096,47.7793481496372,0.206171082141857,0.476641675350866,0.675350205835453,-5.450693414,6.480524839,-18.85784839,1.89385426608948E-23,1.57514846151879E-22,Not Significant,Non-Focal Trade-off,DAKCFMEO_04724
BJEIHDPM_05097,43.2179109259518,1.11144178323291,8.59447570527013E-05,0.0018886625623927,-5.751803925,6.514874286,-21.03501987,1.96669609195928E-25,3.61576940581325E-24,Significant,Non-Focal Trade-off,DAKCFMEO_04723
BJEIHDPM_05099,33.1943001336554,0.885327147556213,0.000621194802261672,0.0083152110382589,-4.754622335,6.499591551,-16.82739682,1.96662328524437E-21,8.94580582548598E-21,Significant,Non-Focal Trade-off,DAKCFMEO_04721
BJEIHDPM_05100,24.4461155151442,0.649612323733069,0.0330853786307601,0.133239760096726,-4.817319259,5.785872059,-14.13357088,1.80595269786208E-18,4.11918583509511E-18,Significant,Non-Focal Trade-off,DAKCFMEO_04720
BJEIHDPM_05101,20.846150271337,0.891649354998386,0.00783905380627688,0.0499364674413678,-4.827165143,5.730825765,-12.90349677,5.39661053342466E-17,9.52144630511212E-17,Significant,Non-Focal Trade-off,DAKCFMEO_04719
BJEIHDPM_05102,20.9874674330694,0.201923738302791,0.499700574428234,0.69111589644958,-5.076603667,5.9609317,-16.86185977,1.81146386264741E-21,8.29505255424135E-21,Not Significant,Non-Focal Trade-off,DAKCFMEO_04718
BJEIHDPM_05103,36.9969479768567,0.276667750116463,0.204159430291753,0.409699173934584,-5.007010931,6.364261365,-14.9977784,1.85145513206577E-19,5.20206860584522E-19,Not Significant,Non-Focal Trade-off,DAKCFMEO_04717
BJEIHDPM_05104,5.21277274627077,0.479131737670081,0.286692646679364,0.504261769851056,-5.07634691,3.998976512,-10.42194422,9.17188680995755E-14,1.20261980330564E-13,Not Significant,Non-Focal Trade-off,DAKCFMEO_04716
BJEIHDPM_05105,25.4656066786183,0.218481658676736,0.487568263697078,0.681217825259654,-4.655477122,6.113323797,-13.44658276,1.17683739901072E-17,2.2888407563837E-17,Not Significant,Non-Focal Trade-off,DAKCFMEO_04715
BJEIHDPM_05106,88.1456373941224,0.700820454425911,0.00463797591652639,0.0359721007904879,-5.462020732,7.550602926,-16.67546152,2.82947418275389E-21,1.22000418715507E-20,Significant,Non-Focal Trade-off,DAKCFMEO_04714
BJEIHDPM_05107,8.32397979992649,0.217995568637097,0.59930691433253,0.760346619751891,-5.258010648,4.894579264,-12.75987578,8.12310856206683E-17,1.39673228195481E-16,Not Significant,Non-Focal Trade-off,DAKCFMEO_04713
BJEIHDPM_05108,29.0152711247666,0.717722710052473,0.0267966407513542,0.115491575151115,-5.793463614,5.827128431,-13.9418263,3.02967738409548E-18,6.60882807557918E-18,Significant,Non-Focal Trade-off,DAKCFMEO_04712
BJEIHDPM_05109,0.902954066660264,0.834265033173595,0.310541719668909,0.527724319267133,-3.03106106,2.078307968,-5.08796519,6.35623972460636E-06,6.59537177046182E-06,Not Significant,Non-Focal Trade-off,DAKCFMEO_04711
BJEIHDPM_05110,14.8979712172503,0.221394445406191,0.609569532650874,0.76572601843229,-4.821040808,4.794013576,-12.78016063,7.66600919989476E-17,1.323351732025E-16,Not Significant,Non-Focal Trade-off,DAKCFMEO_04710
BJEIHDPM_05111,7.58631400544646,0.703667818700902,0.176248023461553,0.375382296502786,-5.272150736,4.441941875,-12.63738026,1.1537108642592E-16,1.94610138403511E-16,Not Significant,Non-Focal Trade-off,DAKCFMEO_04709
BJEIHDPM_05112,7.69607519635543,-0.279114059465072,0.484681825799404,0.680593265082884,-5.026244753,4.102081155,-12.02543652,6.85130152311251E-16,1.05551833096042E-15,Not Significant,Mutual Detriment,DAKCFMEO_04708
BJEIHDPM_05113,1.58040828640821,0.0909578717904768,0.907970202165247,0.952446447207165,-3.271005589,2.324148292,-5.583430222,1.16954104340186E-06,1.23381566658289E-06,Not Significant,Non-Focal Trade-off,DAKCFMEO_04707
BJEIHDPM_05114,16.1015754524017,0.801188522013929,0.0160853573986194,0.0830750139092163,-4.710552133,5.044973161,-14.19430602,1.53439088043023E-18,3.54698546974214E-18,Significant,Non-Focal Trade-off,DAKCFMEO_04706
BJEIHDPM_05115,5.15780776292176,0.353347580028973,0.446379394170484,0.649454257822098,-4.532538686,4.116689726,-9.717376599,8.7449052495484E-13,1.09918282589269E-12,Not Significant,Non-Focal Trade-off,DAKCFMEO_04705
BJEIHDPM_05116,8.16098889881541,0.134380854277797,0.797806856235855,0.889397960335303,-4.553188093,4.149807274,-10.24605006,1.60117138278311E-13,2.07564059048518E-13,Not Significant,Non-Focal Trade-off,DAKCFMEO_04704
BJEIHDPM_05117,20.1815424773528,0.550380766982328,0.125310290145689,0.308245761451915,-5.761613478,5.834468404,-15.86328348,2.06107407534393E-20,7.15708718348445E-20,Not Significant,Non-Focal Trade-off,DAKCFMEO_04703
BJEIHDPM_05118,22.5578010619716,0.144602157255557,0.709834219318034,0.836481238256273,-4.970310113,6.462454806,-18.23148386,7.60606263770511E-23,5.08377362093967E-22,Not Significant,Non-Focal Trade-off,DAKCFMEO_04702
BJEIHDPM_05119,3.1158976124688,-0.423595835101815,0.589429967053261,0.755353017534057,-3.763853154,3.593919805,-6.148083869,1.65500292593389E-07,1.77641669460003E-07,Not Significant,Mutual Detriment,DAKCFMEO_04701
BJEIHDPM_05121,5.08505769669127,0.371635693699897,0.452995788469677,0.654490668405864,-4.703642299,3.826141239,-9.877300917,5.21376371608629E-13,6.60006649261359E-13,Not Significant,Non-Focal Trade-off,DAKCFMEO_04699
BJEIHDPM_05122,16.6056095292892,-0.047762584103165,0.914223402651991,0.955840033316032,-5.697096486,5.419122242,-15.53026443,4.74942462794859E-20,1.52254434131765E-19,Not Significant,Mutual Detriment,DAKCFMEO_04698
BJEIHDPM_05123,32.7008362857064,-0.344229249263633,0.254428023935966,0.468094969101828,-5.266292466,6.898616907,-20.11143682,1.30096367456799E-24,1.69195790630129E-23,Not Significant,Mutual Detriment,DAKCFMEO_04697
BJEIHDPM_05124,2.83604983891608,-1.61331253439141,0.00887154444807354,0.0547159221840411,-4.885880393,3.581138506,-8.406131994,6.77377680282221E-11,8.01068380402754E-11,Significant,Mutual Detriment,DAKCFMEO_04696
BJEIHDPM_05125,100.369828641206,0.321405668556718,0.137141921044603,0.324209831043345,-5.263047629,5.487858043,-15.22058449,1.0437185907556E-19,3.09376498890434E-19,Not Significant,Non-Focal Trade-off,DAKCFMEO_04695
BJEIHDPM_05125,100.369828641206,0.321405668556718,0.137141921044603,0.324209831043345,-5.263047629,5.487858043,-15.22058449,1.0437185907556E-19,3.09376498890434E-19,Not Significant,Non-Focal Trade-off,DAKCFMEO_04695
BJEIHDPM_05126,10.3067987115257,-0.399497993750347,0.333309685250668,0.549504035249332,-4.515935938,5.205416879,-12.23935687,3.65547493120248E-16,5.82617874288964E-16,Not Significant,Mutual Detriment,DAKCFMEO_04694
BJEIHDPM_05127,13.9954672780945,-0.782910841750619,0.0580884359481814,0.192364270310988,-5.051556359,5.348927492,-14.84342646,2.76318525976966E-19,7.44897615080547E-19,Not Significant,Mutual Detriment,DAKCFMEO_04693
BJEIHDPM_05128,25.1582634431975,-0.543077003795684,0.0408317122084392,0.154474915475073,-4.888082029,6.634732961,-17.2288007,7.60784108427867E-22,3.80312805869306E-21,Significant,Mutual Detriment,DAKCFMEO_04692
BJEIHDPM_05129,16.8821324217883,0.560451308816391,0.0559631238939652,0.187774477910006,-4.71251628,5.155480647,-10.12328138,2.36770232592329E-13,3.05118245491564E-13,Not Significant,Non-Focal Trade-off,DAKCFMEO_04691
BJEIHDPM_05130,10.7209489698006,0.514666512788017,0.176408590463247,0.375382296502786,-5.080310238,4.998666236,-11.56466387,2.70483394764996E-15,3.94304316973638E-15,Not Significant,Non-Focal Trade-off,DAKCFMEO_04690
BJEIHDPM_05131,34.5802777015947,0.0763144194814061,0.779080165654712,0.877142754500561,2.173102518,8.981765652,7.668742552,8.41294925057262E-10,9.63803854225304E-10,Not Significant,Mutual Benefit,DAKCFMEO_04689
BJEIHDPM_05132,14.0611547926959,0.962113144709212,0.00353684040826911,0.0293928849552126,-4.711736206,5.101186059,-11.9343037,8.96973203145727E-16,1.36913944080673E-15,Significant,Non-Focal Trade-off,DAKCFMEO_04688
BJEIHDPM_05134,17.1495523510166,0.593285217942385,0.0805843956963997,0.234188121370762,-5.770128638,4.792240291,-11.75408095,1.53299295148709E-15,2.27413699356617E-15,Not Significant,Non-Focal Trade-off,DAKCFMEO_04686
BJEIHDPM_05135,16.5344051987028,0.411900537688975,0.166845683225385,0.364175740209915,-4.025400373,5.534092557,-9.670249764,1.01905179031324E-12,1.27620812675188E-12,Not Significant,Non-Focal Trade-off,DAKCFMEO_04685
BJEIHDPM_05136,2.4188641174408,0.208128560984013,0.695911847735647,0.825335960555232,-4.528212761,3.307741203,-8.147423279,1.63116785380137E-10,1.91206021748724E-10,Not Significant,Non-Focal Trade-off,DAKCFMEO_04684
BJEIHDPM_05137,5.33724023839326,-0.0307304300196289,0.939070662880293,0.968731254666428,-5.627468922,4.253201517,-13.38816505,1.38386820182123E-17,2.65328945287259E-17,Not Significant,Mutual Detriment,DAKCFMEO_04683
BJEIHDPM_05138,0.718583002919459,-1.23490469563262,0.168751298922967,0.366845742387132,-4.033953751,2.678562759,-8.961352766,1.04977968149555E-11,1.27477041788896E-11,Not Significant,Mutual Detriment,DAKCFMEO_04682
BJEIHDPM_05139,3.95580679294818,0.357263550688359,0.530387174420413,0.713464841079983,-3.767006873,3.213665251,-8.3309605,8.7390059122265E-11,1.03144341792363E-10,Not Significant,Non-Focal Trade-off,DAKCFMEO_04681
BJEIHDPM_05140,1.23348168511059,-1.31902266817143,0.0420397582093964,0.157207499186398,-4.159651941,2.308067924,-7.35788908,2.46162447608012E-09,2.77113203394522E-09,Significant,Mutual Detriment,DAKCFMEO_04680
BJEIHDPM_05141,5.0940006381736,-0.518384023805449,0.257116540919035,0.471336192415945,-5.254502247,4.299887134,-12.01736717,7.01640472019929E-16,1.08026070748272E-15,Not Significant,Mutual Detriment,DAKCFMEO_04679
BJEIHDPM_05142,1.35516642586919,-0.582141100518459,0.367939895375931,0.583014341857298,-2.42221014,2.201147063,-3.598414091,0.000772218,0.000779692,Not Significant,Mutual Detriment,DAKCFMEO_04678
BJEIHDPM_05143,0.956348089380439,-1.42472603281338,0.0872561455770433,0.244899787026717,-2.612664708,2.237386319,-4.455832435,5.21451513244979E-05,5.32208807329361E-05,Not Significant,Mutual Detriment,DAKCFMEO_04677
BJEIHDPM_05144,5.51283411816317,-1.06276293480428,0.00346802120318404,0.0291871288022108,-5.01852055,5.174966511,-13.03618202,3.70721563126303E-17,6.69083407838709E-17,Significant,Mutual Detriment,DAKCFMEO_04676
BJEIHDPM_05145,0.86512578807786,-2.67782368789353,0.000465698001785051,0.00689578325882689,-4.541056642,3.089721398,-8.403405359,6.8365936324562E-11,8.08297926636051E-11,Significant,Mutual Detriment,DAKCFMEO_04675
BJEIHDPM_05146,7.86181237692082,0.819104441669586,0.0613183403427561,0.199719388490587,-4.071053931,4.65991081,-12.83341847,6.58624804612058E-17,1.14810767792709E-16,Not Significant,Non-Focal Trade-off,DAKCFMEO_04674
BJEIHDPM_05147,2.94615705382475,-0.575961758304368,0.241856485011284,0.452686165425957,-2.850814814,3.641825537,-4.689232729,2.41917860583269E-05,2.47910273956675E-05,Not Significant,Mutual Detriment,DAKCFMEO_04673
BJEIHDPM_05148,33.706067209866,0.493028164435137,0.0592037049553534,0.194612363472814,-5.236294823,6.417103656,-16.96734321,1.40965814231253E-21,6.61285378783759E-21,Not Significant,Non-Focal Trade-off,DAKCFMEO_04672
BJEIHDPM_05149,41.5029844599543,0.6535547585872,0.00509864032933654,0.0380169581145903,-5.27503271,6.721832545,-18.17583318,8.62123724395318E-23,5.59855447005836E-22,Significant,Non-Focal Trade-off,DAKCFMEO_04671
BJEIHDPM_05150,14.9159833494649,0.489689409520089,0.113762589836103,0.291835980154045,-4.818660007,5.445602341,-12.54067074,1.52398779349632E-16,2.53241600449753E-16,Not Significant,Non-Focal Trade-off,DAKCFMEO_04670
BJEIHDPM_05151,28.6524961302926,0.795338836646889,0.0132937078047002,0.072032876384677,-4.399719161,6.316172745,-14.33292475,1.05957114232432E-18,2.51726827327446E-18,Significant,Non-Focal Trade-off,DAKCFMEO_04669
BJEIHDPM_05153,6.00507502328964,-0.657875626058543,0.158410884111301,0.352074405993937,-5.438611388,3.97255947,-12.25635522,3.47835656234407E-16,5.55495279290821E-16,Not Significant,Mutual Detriment,DAKCFMEO_04667
BJEIHDPM_05156,10.4190558119186,-0.222309572219696,0.644507105087495,0.792007350400925,-4.744965872,4.869823396,-11.76165612,1.49871831082202E-15,2.2274230949628E-15,Not Significant,Mutual Detriment,DAKCFMEO_04664
BJEIHDPM_05157,18.9529535362871,0.504270255397574,0.158075512356254,0.351718014992665,-4.863082036,5.620179778,-13.64514866,6.8055609976982E-18,1.38272172853318E-17,Not Significant,Non-Focal Trade-off,DAKCFMEO_04663
BJEIHDPM_05158,6.48226966692774,0.0630347375436858,0.90302930155292,0.950339999813943,-4.794206577,4.149542964,-10.72698815,3.52234850082878E-14,4.73229296065995E-14,Not Significant,Non-Focal Trade-off,DAKCFMEO_04662
BJEIHDPM_05159,20.1253111257868,0.0479384486464875,0.880972067199221,0.939562779876941,-5.377157161,5.60228202,-16.21952575,8.55211580191709E-21,3.26764360934714E-20,Not Significant,Non-Focal Trade-off,DAKCFMEO_04661
BJEIHDPM_05160,28.5602736496864,0.39617967341005,0.228872616798414,0.43735186033406,-4.735665221,6.042446163,-15.23612908,1.00301560756917E-19,2.98787827481344E-19,Not Significant,Non-Focal Trade-off,DAKCFMEO_04660
BJEIHDPM_05161,3.81531309456412,0.04356517205116,0.924245425056486,0.961798805378863,-4.169670656,3.950869399,-7.856253509,4.4154678843308E-10,5.10475316234726E-10,Not Significant,Non-Focal Trade-off,DAKCFMEO_04659
BJEIHDPM_05162,19.9861272987555,0.461324087319773,0.1157339376373,0.294505230871184,-5.241390048,5.831147713,-16.90236236,1.64494262913163E-21,7.5977667730536E-21,Not Significant,Non-Focal Trade-off,DAKCFMEO_04658
BJEIHDPM_05163,20.9581666761778,0.578653574480138,0.0901243778836926,0.250854405993703,-5.258943431,5.82132513,-14.6989374,4.02975763788284E-19,1.04874223992406E-18,Not Significant,Non-Focal Trade-off,DAKCFMEO_04657
BJEIHDPM_05164,6.20954334127183,0.233818288627403,0.572833022241863,0.741558385156739,-4.982851832,4.126676692,-9.32437113,3.15719747196596E-12,3.8989682624716E-12,Not Significant,Non-Focal Trade-off,DAKCFMEO_04656
BJEIHDPM_05165,14.5268965456701,0.888112349231008,0.03360391033838,0.134616988185703,-5.978347042,4.584856664,-12.98084519,4.33452047527567E-17,7.75880781829464E-17,Significant,Non-Focal Trade-off,DAKCFMEO_04655
BJEIHDPM_05166,10.022104036153,0.0521818448521937,0.90385154798063,0.950339999813943,-5.181528894,4.741581585,-12.90885986,5.31509504755405E-17,9.38797980611405E-17,Not Significant,Non-Focal Trade-off,DAKCFMEO_04654
